loan_id,origination_date,vintage,months_on_book,fico_score,income,debt_to_income,num_open_trades,utilization_rate,inquiries_last_6m,loan_amount,term,apr,channel,product_type,employment_length,state,age,days_past_due_current,total_payments_to_date,sample_weight,default_12m
LOAN_012354,2022-12-01,202212,9,794,64391,0.3342,8,0.721,3,12701,36,22.81,Mail,Personal,15,Other,28,0,11215.81,1.004,0
LOAN_012355,2022-08-01,202208,15,832,46984,0.4983,17,0.5369,1,29369,60,16.46,Partner,Debt_Consolidation,32,CA,50,15,23192.19,0.8559,0
LOAN_012356,2022-02-01,202202,23,790,46886,0.8826,6,0.1723,1,37635,60,4.87,Direct,Debt_Consolidation,3,GA,42,15,34182.5,1.0429,0
LOAN_012357,2021-05-01,202105,22,695,41813,0.2192,10,0.738,1,48854,60,18.48,Direct,Personal,6,Other,49,15,27460.58,0.9886,0
LOAN_012358,2024-05-01,202405,8,837,33267,0.6555,8,0.6228,3,48108,60,7.35,Direct,Debt_Consolidation,0,Other,66,0,30338.44,1.1832,0
LOAN_012359,2024-04-01,202404,1,778,26963,0.387,9,0.7875,1,24430,36,8.24,Direct,Personal,34,Other,35,0,17183.0,0.9945,0
LOAN_012360,2023-10-01,202310,5,655,145141,0.3299,8,0.759,0,37463,36,3.16,Direct,Auto,36,TX,46,0,22746.52,1.0937,0
LOAN_012361,2022-04-01,202204,4,99999,54417,0.6132,7,0.4691,3,39988,60,12.29,Direct,Home_Improvement,35,CA,74,0,32755.63,1.1478,0
LOAN_012362,2024-09-01,202409,2,789,106498,0.8659,3,0.4883,1,1953,60,25.13,Direct,Personal,19,GA,32,0,1719.49,0.9818,0
LOAN_012363,2021-07-01,202107,6,608,65848,0.4276,8,0.3839,2,33341,60,14.44,Direct,Debt_Consolidation,11,TX,71,0,27817.73,1.1009,0
LOAN_012364,2022-04-01,202204,14,736,29828,0.7697,7,0.4551,3,42077,36,24.29,Partner,Debt_Consolidation,6,FL,24,0,25525.43,1.1769,0
LOAN_012365,2021-07-01,202107,20,99999,75570,0.0903,9,0.0973,5,14389,60,23.98,Partner,Auto,7,IL,64,0,10982.36,0.9515,0
LOAN_012366,2023-03-01,202303,5,815,28466,0.769,10,0.2264,2,45423,36,12.77,Direct,Debt_Consolidation,5,NY,66,0,23960.34,0.8706,0
LOAN_012367,2022-02-01,202202,3,563,26238,0.4145,5,0.2606,2,37487,36,9.97,Direct,Debt_Consolidation,9,FL,52,15,18907.17,0.8099,0
LOAN_012368,2022-02-01,202202,22,794,82133,0.3948,9,0.8243,2,40031,36,8.23,Direct,Personal,31,GA,67,0,35220.37,1.0083,0
LOAN_012369,2024-08-01,202408,12,728,16814,0.7068,2,0.2846,2,11356,36,18.07,Mail,Debt_Consolidation,26,FL,33,0,9831.77,0.8155,0
LOAN_012370,2023-09-01,202309,22,650,17563,0.1766,5,0.5762,1,2577,36,26.6,Mail,Debt_Consolidation,29,NY,32,15,2166.3,1.1638,0
LOAN_012371,2023-09-01,202309,4,632,75347,0.2097,5,0.6914,3,49840,36,12.16,Direct,Personal,6,CA,32,60,8574.8,3.4949,1
LOAN_012372,2024-08-01,202408,14,662,56186,0.3583,4,0.8561,2,39053,60,12.35,Direct,Home_Improvement,14,NY,56,0,35667.84,1.1934,0
LOAN_012373,2022-08-01,202208,6,643,36327,0.4438,10,0.1596,5,48387,60,19.07,Direct,Personal,6,NY,21,0,40419.06,0.9698,0
LOAN_012374,2023-12-01,202312,6,780,-1,0.4116,11,0.7146,1,28084,60,14.81,Partner,Business,20,CA,26,0,27777.49,0.9674,0
LOAN_012375,2021-07-01,202107,9,649,132628,0.3779,7,0.0872,2,32155,60,8.56,Direct,Home_Improvement,14,Other,44,0,30018.41,1.008,0
LOAN_012376,2023-08-01,202308,12,789,29734,0.2876,7,0.3796,2,26328,60,24.8,Direct,Personal,25,Other,74,15,21569.15,1.1912,0
LOAN_012377,2021-03-01,202103,23,709,44772,0.4304,6,0.457,1,22631,36,7.69,Mail,Auto,27,FL,37,0,17917.01,1.1613,0
LOAN_012378,2024-03-01,202403,10,640,106277,0.1915,6,0.4572,1,35481,36,3.0,Direct,Debt_Consolidation,22,FL,58,0,18968.93,1.1757,0
LOAN_012379,2023-05-01,202305,0,828,59714,0.2702,3,0.7734,3,10655,36,15.77,Partner,Personal,27,Other,23,0,8657.7,0.9972,0
LOAN_012380,2022-12-01,202212,19,583,243174,0.1647,9,0.5512,3,23279,36,9.7,Direct,Personal,24,FL,58,15,21744.12,1.0398,0
LOAN_012381,2022-10-01,202210,10,752,15213,0.5429,2,0.8317,0,13587,36,4.54,Partner,Auto,26,NY,54,0,10340.83,1.0299,0
LOAN_012382,2021-06-01,202106,0,828,25027,0.4233,11,0.4482,1,7336,36,11.37,Direct,Business,7,Other,56,15,5418.51,1.1677,0
LOAN_012383,2022-12-01,202212,2,849,50816,0.5719,10,0.761,99,8332,36,15.23,Direct,Personal,17,IL,29,0,6393.73,0.95,0
LOAN_012384,2024-04-01,202404,7,655,45215,0.2934,2,0.5197,2,17627,36,15.38,Direct,Home_Improvement,7,CA,22,0,16729.58,1.1719,0
LOAN_012385,2022-11-01,202211,12,717,24450,0.3882,9,0.2663,3,21913,36,8.71,Partner,Personal,21,GA,68,0,16335.9,1.1229,0
LOAN_012386,2024-02-01,202402,6,733,82544,0.1844,9,0.4829,2,1184,36,3.59,Partner,Auto,10,CA,36,0,816.44,0.9525,0
LOAN_012387,2021-10-01,202110,2,749,116046,0.4659,9,0.1029,2,14641,36,8.0,Partner,Debt_Consolidation,16,CA,53,0,14285.69,0.928,0
LOAN_012388,2022-04-01,202204,19,563,23922,0.5724,6,0.7485,3,47055,36,3.0,Direct,Auto,9,IL,71,15,39774.92,0.891,0
LOAN_012389,2021-11-01,202111,1,788,18216,0.5855,8,0.1844,2,9506,36,3.0,Direct,Auto,0,Other,37,15,7646.44,1.032,0
LOAN_012390,2023-08-01,202308,17,789,48074,0.53,8,0.2089,2,26371,36,3.0,Direct,Auto,26,CA,46,0,24450.2,0.9946,0
LOAN_012391,2024-09-01,202409,4,99999,54184,0.6357,6,0.535,1,26305,36,3.46,Direct,Home_Improvement,38,Other,27,0,13905.26,1.0986,0
LOAN_012392,2021-06-01,202106,17,612,33627,0.5062,8,0.5526,4,5074,36,21.2,Direct,Auto,24,Other,21,0,4105.57,1.0728,0
LOAN_012393,2022-12-01,202212,15,781,21269,0.5065,6,0.4132,2,29926,36,3.0,Partner,Personal,2,Other,51,0,28232.87,1.0665,0
LOAN_012394,2023-09-01,202309,6,839,26473,0.8121,7,0.7474,3,48446,36,11.41,Direct,Debt_Consolidation,24,TX,37,0,37421.36,1.1398,0
LOAN_012395,2021-12-01,202112,0,709,57860,0.4711,6,0.8503,99,13427,36,10.13,Direct,Auto,33,Other,71,15,10104.8,1.0152,0
LOAN_012396,2023-03-01,202303,8,685,37544,0.2723,7,0.368,6,8898,36,13.77,Direct,Business,26,GA,31,0,7849.06,1.1569,0
LOAN_012397,2024-02-01,202402,14,572,38568,0.1697,9,0.4094,0,48437,36,22.64,Partner,Debt_Consolidation,14,FL,68,0,25834.42,0.8836,0
LOAN_012398,2022-06-01,202206,0,843,13646,0.2599,6,0.6212,1,19892,36,3.0,Direct,Home_Improvement,26,FL,30,15,16898.4,1.1474,0
LOAN_012399,2024-09-01,202409,16,784,77887,0.7488,7,0.4079,3,33445,36,14.85,Partner,Home_Improvement,21,Other,48,0,27629.68,1.0678,0
LOAN_012400,2024-03-01,202403,8,776,38717,0.6322,13,0.2912,1,14045,60,13.01,Direct,Debt_Consolidation,17,FL,52,15,13564.45,0.9277,0
LOAN_012401,2022-01-01,202201,22,571,67301,0.6383,10,0.4407,3,31463,36,10.73,Partner,Business,5,IL,62,0,19174.47,0.8207,0
LOAN_012402,2024-04-01,202404,14,762,79788,0.6752,5,0.3401,99,18748,60,6.89,Direct,Personal,25,FL,49,0,13973.83,1.1501,0
LOAN_012403,2023-06-01,202306,9,729,136153,0.5329,3,0.49,1,14088,36,16.96,Direct,Auto,8,GA,30,0,10012.08,1.1365,0
LOAN_012404,2024-05-01,202405,19,706,36762,0.5214,15,0.5781,1,22332,60,12.64,Partner,Home_Improvement,36,FL,64,0,16256.44,1.016,0
LOAN_012405,2022-01-01,202201,2,690,27714,0.7501,10,0.215,1,34017,36,7.72,Direct,Debt_Consolidation,27,Other,35,0,28443.53,1.1195,0
LOAN_012406,2023-10-01,202310,4,778,77009,0.6917,9,0.0253,1,4973,60,11.8,Partner,Debt_Consolidation,38,Other,43,0,3355.62,1.0372,0
LOAN_012407,2023-12-01,202312,1,719,30505,0.1081,11,0.9864,1,21385,60,12.75,Direct,Personal,38,Other,72,0,12487.22,0.9617,0
LOAN_012408,2023-06-01,202306,21,675,42733,0.4656,5,0.5248,1,40593,60,13.54,Direct,Auto,16,FL,35,0,28032.29,0.9904,0
LOAN_012409,2023-01-01,202301,5,591,32126,0.4396,10,0.1279,1,38076,36,11.6,Direct,Auto,4,Other,23,0,28390.35,1.0038,0
LOAN_012410,2021-02-01,202102,15,653,32130,0.2011,9,0.5508,1,35789,36,11.81,Partner,Auto,33,CA,34,0,28252.76,0.8876,0
LOAN_012411,2023-12-01,202312,11,711,32741,0.0687,7,0.8452,4,3702,36,3.0,Direct,Personal,32,TX,43,0,2258.05,1.1099,0
LOAN_012412,2022-06-01,202206,16,792,89120,0.4409,8,0.4551,2,24181,60,3.78,Direct,Personal,22,Other,53,0,19544.88,1.1872,0
LOAN_012413,2021-05-01,202105,11,623,33489,0.7037,10,0.4745,3,23053,36,3.81,Partner,Debt_Consolidation,31,IL,59,0,20947.49,0.8061,0
LOAN_012414,2022-07-01,202207,24,704,36584,0.574,8,0.4947,2,35166,60,10.45,Partner,Personal,0,NY,41,0,24999.46,1.1142,0
LOAN_012415,2024-06-01,202406,16,629,29824,0.5077,11,0.6296,0,40378,60,15.24,Partner,Auto,35,GA,64,15,38232.5,0.9963,0
LOAN_012416,2022-06-01,202206,21,99999,71330,0.2143,12,0.5014,99,13248,60,10.45,Partner,Auto,20,Other,56,0,7285.73,1.0535,0
LOAN_012417,2023-08-01,202308,6,831,69363,0.0408,6,0.5054,1,39879,36,22.38,Partner,Auto,4,Other,41,15,35033.41,1.1074,0
LOAN_012418,2022-09-01,202209,23,704,46025,0.0539,12,0.7366,2,15412,36,8.24,Direct,Auto,13,FL,62,0,8647.55,1.0685,0
LOAN_012419,2021-10-01,202110,15,745,36284,0.0664,8,0.2078,2,35410,36,18.0,Direct,Personal,35,IL,45,0,30123.61,1.1631,0
LOAN_012420,2024-01-01,202401,17,654,62944,0.6366,11,0.501,2,19399,60,11.3,Mail,Home_Improvement,15,CA,27,0,17276.09,0.9501,0
LOAN_012421,2022-10-01,202210,7,99999,47535,0.6532,6,0.4581,1,30059,60,19.74,Partner,Personal,26,CA,65,15,19029.66,0.8093,0
LOAN_012422,2022-01-01,202201,17,702,25383,0.1691,7,0.4541,0,33639,36,27.22,Partner,Auto,32,CA,33,0,21221.59,1.0281,0
LOAN_012423,2022-05-01,202205,1,702,72423,0.3712,6,0.4415,4,29139,60,4.64,Direct,Personal,4,FL,34,0,17365.58,1.1495,0
LOAN_012424,2021-09-01,202109,8,742,93285,0.1076,6,0.4585,0,14137,60,7.16,Direct,Personal,3,CA,43,0,14039.59,0.8175,0
LOAN_012425,2022-12-01,202212,22,805,25363,0.3821,9,0.0701,1,34267,36,12.44,Partner,Auto,18,GA,22,0,17829.35,1.0816,0
LOAN_012426,2024-08-01,202408,23,782,36284,0.4236,2,0.7026,99,46992,36,3.0,Mail,Home_Improvement,21,CA,35,0,31602.47,0.8972,0
LOAN_012427,2022-02-01,202202,15,842,55174,0.0962,3,0.4868,4,26077,36,10.37,Partner,Debt_Consolidation,32,CA,25,0,26046.09,0.9007,0
LOAN_012428,2021-08-01,202108,16,818,67356,0.3975,9,0.7631,2,13657,36,8.56,Direct,Auto,34,CA,67,0,11532.95,1.1027,0
LOAN_012429,2024-01-01,202401,9,631,71993,0.2762,6,0.9343,3,11476,60,18.66,Direct,Personal,14,TX,46,15,10565.29,0.9839,0
LOAN_012430,2022-07-01,202207,21,692,26649,0.4792,7,0.7359,2,45997,60,15.35,Partner,Auto,11,NY,34,0,41186.69,1.1281,0
LOAN_012431,2023-04-01,202304,0,683,29783,0.3772,6,0.4858,2,29798,36,12.27,Partner,Debt_Consolidation,30,NY,33,0,25766.37,1.1204,0
LOAN_012432,2024-05-01,202405,20,844,43941,0.7248,4,0.3251,3,25175,36,8.7,Partner,Debt_Consolidation,0,GA,59,30,5552.7,2.6475,1
LOAN_012433,2023-06-01,202306,17,690,24378,0.1573,10,0.3352,1,28746,36,13.9,Direct,Personal,30,CA,25,0,26204.51,0.8301,0
LOAN_012434,2021-07-01,202107,14,625,38438,0.6384,6,0.2845,3,49051,36,14.66,Partner,Personal,16,FL,47,0,26489.15,1.184,0
LOAN_012435,2023-02-01,202302,8,623,82872,0.1566,10,0.6278,2,13282,36,10.73,Mail,Home_Improvement,28,NY,52,0,9110.39,1.1736,0
LOAN_012436,2024-04-01,202404,2,672,47243,0.3796,8,0.8031,2,42638,60,12.26,Mail,Business,6,FL,68,0,35166.17,1.0347,0
LOAN_012437,2021-11-01,202111,15,703,22009,0.3458,9,0.5985,1,42243,36,3.0,Direct,Auto,37,Other,46,0,36325.61,1.1157,0
LOAN_012438,2022-02-01,202202,22,571,63031,0.354,6,0.3743,2,28113,36,5.19,Direct,Business,38,CA,34,0,14140.67,0.8813,0
LOAN_012439,2022-09-01,202209,14,99999,62879,0.3259,8,0.3055,0,31173,60,10.14,Partner,Personal,10,IL,36,0,27074.03,1.1447,0
LOAN_012440,2021-08-01,202108,1,99999,102874,0.1649,7,0.7572,4,35234,36,3.0,Direct,Home_Improvement,32,CA,51,0,32031.11,0.8103,0
LOAN_012441,2021-03-01,202103,9,629,20981,0.1738,9,0.4743,1,24902,36,12.21,Direct,Debt_Consolidation,26,Other,71,0,19843.61,0.9157,0
LOAN_012442,2023-04-01,202304,3,742,35113,0.4971,8,0.4496,1,7437,60,25.88,Direct,Personal,15,Other,24,0,4854.49,1.0997,0
LOAN_012443,2023-05-01,202305,18,592,57784,0.548,12,0.5904,1,5146,36,7.31,Mail,Auto,34,CA,72,0,4796.98,0.8978,0
LOAN_012444,2022-11-01,202211,16,782,35698,0.54,6,0.9376,3,14539,36,4.1,Partner,Personal,17,Other,25,0,9199.06,1.1715,0
LOAN_012445,2022-06-01,202206,9,787,22055,0.5748,9,0.7591,1,46632,60,11.42,Direct,Personal,18,CA,41,0,29166.38,1.0214,0
LOAN_012446,2023-11-01,202311,21,720,50519,0.2041,11,0.5179,1,14932,36,4.83,Partner,Personal,14,FL,48,0,11997.81,0.9275,0
LOAN_012447,2022-01-01,202201,20,614,50523,0.7408,8,0.2447,2,33513,36,6.57,Direct,Personal,15,Other,34,15,23188.23,1.0173,0
LOAN_012448,2021-12-01,202112,5,816,37978,0.5187,2,0.5874,1,25221,36,18.21,Direct,Personal,16,CA,58,0,18893.99,1.0442,0
LOAN_012449,2021-05-01,202105,0,675,53403,0.1988,11,0.3988,2,21788,36,21.88,Partner,Business,26,Other,27,0,18309.77,0.9564,0
LOAN_012450,2024-03-01,202403,10,782,35969,0.6078,10,0.5527,2,42782,36,11.43,Direct,Personal,27,Other,30,0,34070.2,0.8755,0
LOAN_012451,2021-11-01,202111,15,642,57100,0.4263,12,0.6389,1,4754,36,3.0,Partner,Auto,2,NY,49,0,4538.85,0.9262,0
LOAN_012452,2021-11-01,202111,23,583,55808,0.0301,5,0.3402,2,42879,36,10.07,Mail,Personal,19,FL,22,0,36868.1,0.836,0
LOAN_012453,2024-06-01,202406,19,616,51881,0.1764,4,0.1918,2,14719,36,16.0,Direct,Personal,11,FL,74,0,10414.01,1.1822,0
LOAN_012454,2023-07-01,202307,6,772,35565,0.804,13,0.7354,0,2493,36,7.4,Partner,Debt_Consolidation,26,Other,21,15,1981.61,0.9686,0
LOAN_012455,2023-07-01,202307,23,798,25924,0.159,10,0.7026,3,27584,36,6.11,Direct,Business,11,Other,22,120,3608.84,3.4869,1
LOAN_012456,2022-01-01,202201,2,816,46426,0.1864,7,0.6146,2,10057,36,15.76,Direct,Debt_Consolidation,27,Other,30,0,7086.37,1.1866,0
LOAN_012457,2022-02-01,202202,13,599,103103,0.5853,7,0.7847,1,42056,36,20.52,Partner,Debt_Consolidation,37,Other,57,0,38899.71,1.1044,0
LOAN_012458,2024-09-01,202409,3,659,24879,0.4392,11,0.385,2,15514,36,3.0,Direct,Personal,20,GA,28,120,4384.63,2.6203,1
LOAN_012459,2024-06-01,202406,8,749,10955,0.291,11,0.6138,1,34405,36,4.45,Partner,Auto,4,Other,50,15,23446.31,0.8923,0
LOAN_012460,2023-01-01,202301,14,815,75844,0.5087,10,0.7457,1,44237,60,20.26,Partner,Debt_Consolidation,1,TX,33,15,40134.73,0.912,0
LOAN_012461,2023-09-01,202309,11,557,25902,0.1307,9,0.6858,1,36899,36,13.33,Partner,Personal,27,CA,49,0,33124.9,1.0189,0
LOAN_012462,2023-09-01,202309,24,707,89994,0.4809,8,0.8513,1,16373,60,6.84,Partner,Personal,25,NY,46,0,14145.88,1.1779,0
LOAN_012463,2022-03-01,202203,15,713,90795,0.6989,10,0.529,3,4639,36,10.55,Partner,Auto,14,CA,38,0,3189.02,1.1964,0
LOAN_012464,2022-04-01,202204,22,579,62561,0.8317,7,0.2482,2,49980,60,8.73,Direct,Auto,20,CA,72,0,41518.33,0.8347,0
LOAN_012465,2024-08-01,202408,18,644,29061,0.1537,8,0.7043,1,15644,60,5.22,Partner,Auto,14,Other,49,0,14671.76,0.9254,0
LOAN_012466,2024-02-01,202402,13,598,-1,0.3168,2,0.5463,2,47687,36,3.0,Mail,Auto,24,FL,64,15,33589.64,1.0822,0
LOAN_012467,2021-06-01,202106,3,775,66492,0.1992,8,0.3851,1,39904,36,13.35,Direct,Home_Improvement,15,FL,24,0,38427.95,0.9103,0
LOAN_012468,2024-08-01,202408,22,626,46380,0.3927,9,0.3311,0,12248,36,4.4,Partner,Home_Improvement,36,TX,40,0,9229.88,0.9572,0
LOAN_012469,2023-01-01,202301,5,662,30842,0.2307,5,0.7678,2,19580,36,3.46,Mail,Home_Improvement,18,Other,37,0,15554.35,0.9496,0
LOAN_012470,2022-03-01,202203,21,799,51359,0.7101,12,0.465,3,23220,36,13.35,Direct,Debt_Consolidation,23,Other,23,0,16741.52,1.1929,0
LOAN_012471,2021-04-01,202104,10,579,14435,0.224,9,0.3013,0,14098,36,19.13,Partner,Personal,33,Other,48,0,7970.67,1.1512,0
LOAN_012472,2021-04-01,202104,3,620,17745,0.2773,3,0.3045,3,12417,60,22.97,Direct,Personal,17,CA,31,0,11174.34,1.1892,0
LOAN_012473,2023-06-01,202306,7,799,56243,0.4517,11,0.2191,3,40242,36,6.88,Direct,Personal,20,Other,74,15,26194.08,1.0759,0
LOAN_012474,2023-10-01,202310,8,743,16099,0.3109,7,0.2675,99,37284,36,13.43,Direct,Debt_Consolidation,37,Other,60,15,36910.43,1.161,0
LOAN_012475,2023-03-01,202303,22,840,111817,0.2204,11,0.4874,2,1219,36,15.11,Direct,Auto,20,Other,66,0,766.28,1.1446,0
LOAN_012476,2023-07-01,202307,23,595,22403,0.3316,5,0.9106,2,14438,36,15.22,Partner,Personal,20,FL,50,0,8750.7,0.8149,0
LOAN_012477,2023-08-01,202308,1,739,14992,0.1795,7,0.1678,0,2003,60,4.69,Mail,Home_Improvement,29,FL,55,0,1633.42,1.146,0
LOAN_012478,2024-08-01,202408,19,801,107901,0.3142,12,0.1382,1,39473,60,8.4,Partner,Personal,3,Other,65,0,29405.49,1.0849,0
LOAN_012479,2024-03-01,202403,2,581,95359,0.2385,5,0.6942,2,12145,36,7.23,Direct,Auto,6,CA,65,0,10508.29,1.1905,0
LOAN_012480,2021-09-01,202109,5,705,15687,0.4859,9,0.2722,4,36985,36,3.0,Direct,Debt_Consolidation,24,Other,37,0,22706.02,0.9294,0
LOAN_012481,2024-05-01,202405,1,634,44518,0.4291,4,0.2517,1,44676,36,19.66,Partner,Home_Improvement,2,CA,29,0,34935.93,1.1606,0
LOAN_012482,2021-08-01,202108,22,99999,55443,0.1966,8,0.6827,3,10842,36,12.8,Mail,Personal,15,Other,72,90,2877.01,3.3047,1
LOAN_012483,2022-02-01,202202,7,568,57136,0.4658,3,0.7222,6,9602,36,19.78,Mail,Personal,4,TX,67,0,7963.18,1.059,0
LOAN_012484,2023-09-01,202309,19,734,91915,0.3763,11,0.84,2,13672,36,9.8,Mail,Personal,37,TX,31,0,11279.78,1.0001,0
LOAN_012485,2022-11-01,202211,23,774,53774,0.783,7,0.7412,3,22010,36,9.41,Partner,Auto,13,TX,39,15,18457.78,1.17,0
LOAN_012486,2022-09-01,202209,7,684,194703,0.1119,6,0.5489,1,48011,36,13.41,Direct,Auto,12,CA,56,0,40091.7,1.1205,0
LOAN_012487,2021-12-01,202112,2,707,17165,0.2083,10,0.908,0,29740,36,10.66,Partner,Debt_Consolidation,2,Other,35,15,18898.0,1.1645,0
LOAN_012488,2021-02-01,202102,16,812,27044,0.4055,11,0.4433,4,40774,60,7.14,Partner,Personal,37,CA,40,0,39612.11,0.9243,0
LOAN_012489,2022-01-01,202201,10,788,21209,0.4852,6,0.6689,2,2914,60,3.0,Partner,Debt_Consolidation,1,Other,26,0,1773.53,1.1592,0
LOAN_012490,2021-04-01,202104,2,607,52018,0.5276,13,0.0744,2,44101,60,15.99,Direct,Personal,34,CA,22,30,7319.79,3.305,1
LOAN_012491,2022-08-01,202208,11,789,48015,0.6332,11,0.4843,1,1276,36,18.52,Partner,Debt_Consolidation,18,Other,58,0,663.38,0.8969,0
LOAN_012492,2022-02-01,202202,13,635,34102,0.6283,7,0.3312,3,26297,36,12.44,Partner,Auto,17,IL,28,0,19523.8,0.9475,0
LOAN_012493,2023-06-01,202306,0,576,56523,0.4191,6,0.4334,1,28821,36,19.62,Partner,Personal,35,Other,22,0,20283.36,1.0359,0
LOAN_012494,2023-05-01,202305,11,589,25854,0.1387,7,0.5017,5,24681,36,3.0,Direct,Auto,20,Other,21,0,14219.56,1.013,0
LOAN_012495,2021-08-01,202108,17,783,37699,0.2732,11,0.3375,0,3357,36,21.38,Direct,Personal,10,Other,26,0,3109.48,0.8902,0
LOAN_012496,2021-12-01,202112,23,658,50795,0.3481,8,0.2295,99,13840,36,25.48,Partner,Debt_Consolidation,37,CA,61,0,11617.73,0.8664,0
LOAN_012497,2024-05-01,202405,3,568,79330,0.6825,10,0.1892,3,28819,36,8.21,Direct,Auto,35,NY,43,0,16167.6,1.053,0
LOAN_012498,2024-02-01,202402,24,674,25596,0.1398,5,0.4858,1,11724,36,8.89,Partner,Home_Improvement,13,Other,24,0,11597.97,1.1702,0
LOAN_012499,2023-02-01,202302,22,640,55892,0.3363,5,0.2387,2,43860,36,14.98,Partner,Home_Improvement,6,NY,65,0,33959.75,1.1538,0
LOAN_012500,2021-02-01,202102,2,619,76840,0.2171,8,0.3922,2,37153,60,3.31,Direct,Home_Improvement,20,CA,42,0,28918.47,1.1768,0
LOAN_012501,2024-04-01,202404,16,573,55773,0.3171,5,0.3228,1,26625,60,11.58,Partner,Debt_Consolidation,32,FL,22,0,17796.78,0.8444,0
LOAN_012502,2022-02-01,202202,12,803,31023,0.4686,12,0.4845,4,12806,60,21.73,Partner,Auto,19,NY,24,0,8127.01,0.9971,0
LOAN_012503,2021-06-01,202106,16,701,23574,0.2418,8,0.5485,1,17165,36,12.6,Partner,Home_Improvement,3,NY,41,0,15680.47,0.9698,0
LOAN_012504,2024-06-01,202406,16,707,202964,0.6327,3,0.6334,4,46539,36,6.75,Partner,Debt_Consolidation,23,CA,45,15,38156.78,0.8162,0
LOAN_012505,2024-04-01,202404,18,716,55746,0.7433,6,0.6429,4,24695,36,26.21,Direct,Personal,22,Other,67,0,16655.72,1.0171,0
LOAN_012506,2023-07-01,202307,4,722,38511,0.3257,9,0.8586,2,26162,60,10.2,Partner,Debt_Consolidation,35,Other,34,0,14064.36,0.9006,0
LOAN_012507,2022-05-01,202205,7,648,60628,0.6116,7,0.5756,0,31320,60,23.56,Partner,Personal,10,Other,66,0,26339.0,0.8345,0
LOAN_012508,2023-01-01,202301,23,99999,33703,0.741,11,0.2834,1,2952,60,12.72,Partner,Personal,24,TX,51,0,2096.71,0.8512,0
LOAN_012509,2023-08-01,202308,1,791,54892,0.7459,9,0.6802,2,24459,60,18.52,Direct,Debt_Consolidation,8,NY,52,0,21557.13,1.1841,0
LOAN_012510,2021-12-01,202112,24,726,64720,0.421,8,0.7349,1,5313,36,8.96,Direct,Debt_Consolidation,33,Other,42,0,3039.19,1.1582,0
LOAN_012511,2022-01-01,202201,8,712,42708,0.3106,6,0.4503,3,10042,60,10.72,Direct,Personal,37,GA,22,15,7488.31,1.18,0
LOAN_012512,2022-07-01,202207,6,697,49506,0.1869,5,0.0834,3,14620,60,16.55,Direct,Personal,9,Other,74,0,12272.9,0.8152,0
LOAN_012513,2024-08-01,202408,15,841,47265,0.3466,12,0.5905,1,17760,36,7.8,Partner,Personal,16,TX,71,0,9854.98,1.0213,0
LOAN_012514,2023-01-01,202301,11,696,36739,0.6545,6,0.1339,3,49311,36,11.66,Direct,Debt_Consolidation,32,GA,27,0,31520.36,1.0473,0
LOAN_012515,2023-07-01,202307,20,717,9763,0.6825,7,0.5694,0,24916,36,8.48,Direct,Personal,21,NY,39,15,20635.87,0.9389,0
LOAN_012516,2024-01-01,202401,4,658,36542,0.42,8,0.4801,2,6006,36,11.52,Partner,Personal,12,Other,74,0,4861.56,1.1707,0
LOAN_012517,2023-01-01,202301,23,571,67791,0.3343,6,0.5999,2,28350,60,3.0,Direct,Home_Improvement,38,IL,69,0,24624.13,1.1787,0
LOAN_012518,2022-04-01,202204,23,742,102134,0.1699,14,0.2814,3,11305,36,4.1,Direct,Home_Improvement,0,IL,27,0,10572.29,0.9347,0
LOAN_012519,2024-02-01,202402,20,804,36034,0.6198,7,0.6722,3,3748,36,18.57,Mail,Auto,15,CA,46,0,1922.93,1.1588,0
LOAN_012520,2024-07-01,202407,21,776,115213,0.403,14,0.3009,2,7965,60,10.46,Direct,Home_Improvement,7,TX,35,0,5349.37,0.8907,0
LOAN_012521,2022-11-01,202211,5,700,42825,0.1709,8,0.1189,2,46487,36,25.58,Partner,Business,1,CA,45,0,25247.63,0.8536,0
LOAN_012522,2022-02-01,202202,21,701,83577,0.649,11,0.4504,3,32816,60,9.66,Partner,Personal,26,Other,73,0,20516.9,1.0454,0
LOAN_012523,2021-06-01,202106,20,844,133727,0.272,9,0.1058,0,38816,36,20.08,Direct,Debt_Consolidation,39,GA,33,15,22114.08,0.9037,0
LOAN_012524,2023-01-01,202301,24,636,21710,0.0483,10,0.4499,4,23172,36,4.04,Direct,Personal,2,GA,24,0,14249.23,1.0533,0
LOAN_012525,2022-11-01,202211,16,587,27954,0.2556,4,0.8197,0,17553,36,26.1,Direct,Business,5,Other,40,15,14372.85,1.1314,0
LOAN_012526,2024-07-01,202407,14,99999,57383,0.3237,9,0.4219,2,3687,36,21.48,Direct,Debt_Consolidation,14,Other,63,0,3273.68,0.9404,0
LOAN_012527,2021-12-01,202112,9,724,31684,0.6499,9,0.4195,3,22926,60,17.48,Direct,Home_Improvement,8,FL,23,0,15476.94,0.8212,0
LOAN_012528,2022-01-01,202201,2,652,40375,0.1198,6,0.6295,0,34194,36,15.98,Mail,Debt_Consolidation,37,Other,23,15,23196.53,0.8185,0
LOAN_012529,2023-12-01,202312,6,750,111917,0.2632,7,0.2739,1,43647,60,6.75,Partner,Auto,28,Other,51,0,34470.77,0.8702,0
